Date,Tournament,Opponent,Overs,Maidens,Runs,Wickets,Wides,No Balls,Innings,Position,Scorecard,Player Name,Player ID,Stat Type,Team
2024-09-08,Pro40 2024,New England Royals,3.0,0,16,0,0,0,2,8,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2024-06-15,Pro40 2024,NECC Dragons,4.0,0,40,1,1,0,1,4,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2024-06-08,Pro40 2024,Boston Gymkhana S.C. - F1,0.3,0,0,1,0,0,1,6,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2024-04-28,Pro40 2024,UCC - Rockers,8.0,0,33,2,4,0,1,4,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2023-07-09,Pro40 2023,NECC Stallions,5.0,0,33,2,3,2,2,5,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2023-06-18,Pro40 2023,Lagaan Tigers,1.0,0,2,1,1,0,1,6,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2023-05-13,Pro40 2023,Challengers Cricket Club B,2.0,0,8,1,0,0,1,6,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2022-10-02,ProT20 2022,Hoysala Conquerors - T20,1.0,0,10,0,0,1,2,6,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2022-10-01,ProT20 2022,NECC A,3.0,0,25,1,0,0,1,5,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2022-08-07,Pro40 2022,East Coast Cricket Club 1st XI,5.0,0,33,2,5,0,2,7,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2022-07-09,Pro40 2022,Mass CC Thunders,1.0,0,10,0,0,0,1,6,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2022-05-22,Pro40 2022,Lowell Eagles,0.5,0,2,1,1,0,2,7,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2022-04-30,Pro40 2022,Hoysala Knights,8.0,0,40,2,7,0,1,6,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2021-06-05,Pro40 2021,Mass CC Thunders,4.0,0,39,1,0,1,1,6,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2019-08-10,Pro40 2019,Bengal Tiger,2.0,0,15,0,0,0,2,4,Scorecard,Amey Bhivshet,dc438d4694780bb7a635ae21,bowling,Huskies Cricket Club
2024-10-06,ProT20 2024,NECC A,2.0,0,15,0,2,0,2,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-10-05,ProT20 2024,Boston Gymkhana S.C. - Lions,4.0,0,19,2,1,3,1,6,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-09-14,Pro40 2024,United Athletic Association,8.0,0,37,1,6,2,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-09-08,Pro40 2024,New England Royals,5.0,1,51,0,5,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-09-07,ProT20 2024,Ocean State Smashers,3.0,0,22,2,1,0,1,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-08-03,Pro40 2024,MCC MathHeads,7.2,0,30,2,9,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-07-28,Pro40 2024,United Athletic Association,4.0,0,11,1,4,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-07-20,Pro40 2024,Commonwealth Lagaan A,5.5,1,30,1,8,0,2,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-06-22,Pro40 2024,Boston Rebels Strikers,5.0,0,16,2,7,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-06-15,Pro40 2024,NECC Dragons,7.0,0,32,2,4,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-06-08,Pro40 2024,Boston Gymkhana S.C. - F1,4.0,0,27,1,0,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-06-01,Pro40 2024,Boston Bulls - Spartans,4.0,0,34,1,4,1,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-05-18,Pro40 2024,Cavaliers CC B,6.0,2,16,2,2,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-05-12,Pro40 2024,NECC Hawks,3.0,0,9,0,5,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-05-04,Pro40 2024,New England Royals,7.0,1,16,3,2,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-04-28,Pro40 2024,UCC - Rockers,8.0,0,48,1,4,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-10-07,Pro T20 2023,Boston Bulls - The Eleven,1.0,0,12,0,0,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,NECC A,1.0,0,12,0,0,0,2,4,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,MVCC Mustangs,2.0,0,23,0,0,0,2,5,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,Lagaan Lions XI,3.5,0,27,2,6,0,1,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-09-16,Pro40 2023,United Athletic Association,4.0,0,25,1,5,1,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-08-27,Pro40 2023,West Indian United C.C.,5.0,1,22,2,5,1,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-08-06,Pro40 2023,MVCC Crusaders,1.0,0,1,0,1,0,2,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-07-09,Pro40 2023,NECC Stallions,6.0,0,32,1,8,4,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-05-14,Pro40 2023,Caricom Sports & Cultural Club,4.0,0,20,0,7,0,2,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2023-05-13,Pro40 2023,Challengers Cricket Club B,8.0,0,34,3,7,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Waltham Eagles,4.0,0,23,1,3,1,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Royal Eagles,3.0,0,17,3,2,1,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-10-08,ProT20 2022,Boston Gymkhana S.C. - Tigers,4.0,0,23,1,2,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-10-02,ProT20 2022,Hoysala Conquerors - T20,4.0,0,31,2,2,1,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-09-25,ProT20 2022,MVCC Vipers,3.0,0,26,1,2,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-09-25,ProT20 2022,MCL Indians T20,4.0,0,27,3,4,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-09-24,ProT20 2022,NECC B,3.0,0,15,0,0,0,2,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-09-11,Pro40 2022,NECC Stallions,6.0,1,26,2,2,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-08-28,Pro40 2022,Commonwealth Cricket Club Z,5.0,0,25,2,9,1,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-08-27,Pro40 2022,Boston Gymkhana S.C. - E,7.0,1,28,3,5,1,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-07-24,Pro40 2022,United Athletic Association,6.0,0,49,2,8,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-07-16,Pro40 2022,Boston Gymkhana S.C. - E,7.0,1,32,3,8,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-07-09,Pro40 2022,Mass CC Thunders,8.0,0,33,1,4,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-06-26,Pro40 2022,Bengal Tiger,7.0,2,23,2,10,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-06-04,Pro40 2022,Commonwealth Cricket Club Z,8.0,0,50,5,12,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2022-05-15,Pro40 2022,NECC Stallions,7.0,1,29,4,20,0,1,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2021-09-18,Pro40 2021,NECC Stallions,4.1,0,15,2,7,0,1,3,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2021-09-12,Pro40 2021,Mass CC Thunders,4.0,0,19,0,5,0,2,3,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2021-09-11,Pro40 2021,Bengal Tiger,6.0,0,25,2,6,0,2,3,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2021-08-21,Pro40 2021,East Coast Cricket Club 1st XI,6.0,0,31,1,12,4,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2021-08-14,Pro40 2021,Lowell Eagles,3.0,0,10,2,10,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2021-06-26,Pro40 2021,United Athletic Association,2.0,0,16,0,7,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2021-06-19,Pro40 2021,Boston Gymkhana S.C. - F2,4.0,0,16,1,7,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2021-06-13,Pro40 2021,Hoysala Knights,6.0,1,38,0,14,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2019-09-08,Pro40 2019,Boston Rebels Strikers,4.4,0,45,0,6,0,2,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2019-09-07,Pro40 2019,Lowell Eagles,5.0,1,15,3,4,0,2,1,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2019-08-25,Pro40 2019,Boston Rebels Strikers,6.0,0,23,3,7,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2019-07-21,Pro40 2019,Mass CC Blizzards,4.0,2,6,3,2,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2019-07-14,Pro40 2019,East Coast Cricket Club 1st XI,8.0,1,21,2,9,1,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2019-06-30,Pro40 2019,Trinidad & Tobago CC,5.0,0,16,4,0,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2019-06-16,Pro40 2019,Bengal Tiger,3.3,1,11,4,4,1,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2019-05-19,Pro40 2019,Lowell Eagles,4.0,0,19,2,9,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2018-09-09,Pro40 2018,Boston Bulls - Spartans,5.0,0,22,1,4,0,2,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2018-08-26,Pro40 2018,Guyana Cricket Club B,6.0,0,30,3,11,1,2,4,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2018-08-18,Pro40 2018,United Athletic Association,6.0,1,12,1,6,0,1,3,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2018-08-04,Pro40 2018,Boston Bulls - Spartans,4.0,0,19,0,2,1,1,4,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2018-07-28,Pro40 2018,Boston Rebels Strikers,7.0,0,24,0,4,0,1,3,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2018-07-14,Pro40 2018,Mass CC Thunders,4.0,0,17,1,6,0,2,3,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2018-07-07,Pro40 2018,Cavaliers CC B,8.0,0,22,0,4,0,1,3,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2018-06-24,Pro40 2018,Guyana Cricket Club B,6.0,0,26,0,11,0,1,2,Scorecard,Prajwal Parlawar,6d91da7fcf5eb056405a8b01,bowling,Huskies Cricket Club
2024-09-08,Pro40 2024,New England Royals,8.0,0,41,1,0,0,2,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-09-07,ProT20 2024,Ocean State Smashers,4.0,0,21,1,1,0,1,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-07-28,Pro40 2024,United Athletic Association,7.0,1,21,3,0,0,2,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-07-20,Pro40 2024,Commonwealth Lagaan A,6.0,0,47,2,5,0,2,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-06-30,Pro40 2024,North Eastern Eagles,8.0,0,19,2,3,1,2,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-06-22,Pro40 2024,Boston Rebels Strikers,8.0,1,19,2,2,0,1,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-06-08,Pro40 2024,Boston Gymkhana S.C. - F1,6.0,1,21,3,1,0,1,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-05-18,Pro40 2024,Cavaliers CC B,3.2,0,6,4,1,0,1,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-05-12,Pro40 2024,NECC Hawks,7.3,2,12,4,1,0,2,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-10-07,Pro T20 2023,Boston Bulls - The Eleven,5.0,1,37,1,1,0,1,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,NECC A,2.0,0,19,0,4,0,2,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-09-24,Pro T20 2023,Boston Rebels Strikers,1.0,0,4,0,0,0,1,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,MVCC Mustangs,4.0,1,18,3,1,0,2,2,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,Lagaan Lions XI,2.0,0,34,0,0,0,1,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-09-17,Pro T20 2023,Boston Gymkhana S.C. - Tigers,3.0,0,13,0,1,0,1,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-09-16,Pro40 2023,United Athletic Association,5.0,1,13,3,1,0,1,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-08-27,Pro40 2023,West Indian United C.C.,8.0,0,42,1,4,0,2,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-08-13,Pro40 2023,Boston Bulls - Spartans,7.0,0,27,1,1,1,1,2,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-07-09,Pro40 2023,NECC Stallions,8.0,1,24,3,1,0,2,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-06-18,Pro40 2023,Lagaan Tigers,8.0,1,10,3,1,0,1,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-06-03,Pro40 2023,Boston Gymkhana S.C. - C,4.3,0,17,3,2,1,1,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-05-21,Pro40 2023,Melbourne Sports & Cultural Club,6.5,0,17,7,3,0,2,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2023-05-14,Pro40 2023,Caricom Sports & Cultural Club,8.0,1,24,2,2,0,2,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Waltham Eagles,4.0,0,34,3,0,0,1,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Royal Eagles,4.0,0,24,2,1,0,1,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-10-08,ProT20 2022,Boston Gymkhana S.C. - Tigers,4.0,0,17,2,0,0,1,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-10-02,ProT20 2022,Hoysala Conquerors - T20,4.0,0,21,3,3,0,2,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-09-24,ProT20 2022,NECC B,2.0,0,12,1,0,0,2,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-09-17,ProT20 2022,Mass State Super Kings,4.0,0,20,2,1,0,1,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-09-11,Pro40 2022,NECC Stallions,8.0,0,30,2,1,0,2,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-08-28,Pro40 2022,Commonwealth Cricket Club Z,4.5,0,20,4,5,0,1,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-08-27,Pro40 2022,Boston Gymkhana S.C. - E,8.0,0,39,1,2,0,2,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-07-24,Pro40 2022,United Athletic Association,8.0,0,22,3,4,0,1,3,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-07-16,Pro40 2022,Boston Gymkhana S.C. - E,6.5,0,26,3,4,0,2,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-06-26,Pro40 2022,Bengal Tiger,8.0,0,33,1,2,0,2,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-06-12,Pro40 2022,Commonwealth Cricket Club B,8.0,1,18,5,3,0,1,5,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-05-22,Pro40 2022,Lowell Eagles,5.0,0,17,2,1,0,2,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2022-05-08,Pro40 2022,East Coast Cricket Club 1st XI,6.0,0,19,1,8,0,2,4,Scorecard,Adwait Kulkarni,16d83176ba5fae5854833a48,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Boston Bulls - The Eleven,2.0,0,18,0,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Royal Eagles,3.0,0,23,1,0,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-09-14,Pro40 2024,United Athletic Association,8.0,1,33,2,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-09-08,Pro40 2024,New England Royals,6.2,0,36,3,2,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-08-03,Pro40 2024,MCC MathHeads,6.0,1,23,1,1,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-07-28,Pro40 2024,United Athletic Association,4.0,0,21,2,0,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-06-30,Pro40 2024,North Eastern Eagles,5.0,0,16,3,3,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-06-22,Pro40 2024,Boston Rebels Strikers,5.0,0,15,0,0,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-06-15,Pro40 2024,NECC Dragons,6.0,1,24,0,0,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-06-08,Pro40 2024,Boston Gymkhana S.C. - F1,4.0,0,29,1,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-06-01,Pro40 2024,Boston Bulls - Spartans,5.0,1,30,0,0,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-05-18,Pro40 2024,Cavaliers CC B,7.0,0,18,2,4,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-05-12,Pro40 2024,NECC Hawks,7.0,0,24,2,1,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-05-04,Pro40 2024,New England Royals,6.0,2,29,2,4,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2024-04-28,Pro40 2024,UCC - Rockers,8.0,0,33,0,0,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-10-07,Pro T20 2023,Boston Bulls - The Eleven,4.0,0,22,3,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,NECC A,2.0,0,11,1,1,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-09-24,Pro T20 2023,Boston Rebels Strikers,2.0,0,13,0,2,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-09-17,Pro T20 2023,Boston Gymkhana S.C. - Tigers,4.0,2,8,1,0,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-09-16,Pro40 2023,United Athletic Association,5.0,1,23,3,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-08-27,Pro40 2023,West Indian United C.C.,7.0,0,23,1,0,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-08-13,Pro40 2023,Boston Bulls - Spartans,7.0,0,25,2,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-08-06,Pro40 2023,MVCC Crusaders,5.0,1,28,2,1,0,2,3,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-07-09,Pro40 2023,NECC Stallions,7.0,1,20,3,2,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-06-18,Pro40 2023,Lagaan Tigers,8.0,3,31,2,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-06-11,Pro40 2023,NECC Sharks,6.0,1,17,2,2,0,2,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-06-03,Pro40 2023,Boston Gymkhana S.C. - C,5.0,0,25,0,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-05-13,Pro40 2023,Challengers Cricket Club B,6.0,1,32,2,2,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2023-05-07,Pro40 2023,United Athletic Association,8.0,0,34,2,2,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Waltham Eagles,3.0,0,17,1,0,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Royal Eagles,4.0,0,21,0,0,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
2022-10-08,ProT20 2022,Boston Gymkhana S.C. - Tigers,2.5,0,30,1,1,0,1,1,Scorecard,Kavin Shah,2a651a5630d87cecb94f8a2e,bowling,Huskies Cricket Club
