Date,Tournament,Opponent,Overs,Maidens,Runs,Wickets,Wides,No Balls,Innings,Position,Scorecard,Player Name,Player ID,Stat Type,Team
2022-09-25,ProT20 2022,MVCC Vipers,4.0,0,38,1,0,0,2,3,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-09-25,ProT20 2022,MCL Indians T20,4.0,0,14,2,0,0,1,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-09-24,ProT20 2022,NECC B,4.0,0,48,1,1,0,2,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-09-11,Pro40 2022,NECC Stallions,8.0,1,32,2,5,0,2,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-08-28,Pro40 2022,Commonwealth Cricket Club Z,5.0,0,25,2,1,0,1,3,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-08-27,Pro40 2022,Boston Gymkhana S.C. - E,7.0,0,22,3,0,0,2,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-07-09,Pro40 2022,Mass CC Thunders,8.0,2,32,0,4,0,1,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-06-04,Pro40 2022,Commonwealth Cricket Club Z,3.0,0,48,0,3,0,2,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-05-15,Pro40 2022,NECC Stallions,5.0,1,19,3,1,0,1,3,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-04-30,Pro40 2022,Hoysala Knights,8.0,3,25,1,1,0,1,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-09-18,Pro40 2021,NECC Stallions,8.0,2,26,3,1,0,1,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-09-12,Pro40 2021,Mass CC Thunders,7.0,0,43,2,2,0,2,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-09-11,Pro40 2021,Bengal Tiger,5.0,0,28,0,2,0,2,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-08-28,Pro40 2021,NECC Stallions,8.0,1,16,2,2,0,1,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-07-25,Pro40 2021,Mass CC Thunders,6.0,0,38,0,6,0,2,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-07-10,Pro40 2021,Bengal Tiger,1.0,0,6,0,1,0,1,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-06-26,Pro40 2021,United Athletic Association,1.3,0,11,1,1,0,2,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-06-19,Pro40 2021,Boston Gymkhana S.C. - F2,6.0,0,17,0,1,0,1,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-06-13,Pro40 2021,Hoysala Knights,6.0,0,38,1,6,0,1,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2021-06-05,Pro40 2021,Mass CC Thunders,8.0,1,56,0,5,0,1,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2024-08-03,Pro40 2024,MCC MathHeads,3.0,0,25,1,7,0,2,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2022-09-25,ProT20 2022,MVCC Vipers,4.0,0,25,4,3,0,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2022-09-25,ProT20 2022,MCL Indians T20,2.0,0,21,2,6,0,1,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2022-08-07,Pro40 2022,East Coast Cricket Club 1st XI,8.0,1,26,3,1,0,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2022-07-24,Pro40 2022,United Athletic Association,6.0,0,40,2,9,0,1,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2022-07-16,Pro40 2022,Boston Gymkhana S.C. - E,4.0,0,16,1,1,0,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2022-06-26,Pro40 2022,Bengal Tiger,4.0,0,32,2,4,1,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2022-06-04,Pro40 2022,Commonwealth Cricket Club Z,2.2,0,32,0,0,0,2,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2022-05-15,Pro40 2022,NECC Stallions,2.0,0,11,0,1,0,1,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2019-09-08,Pro40 2019,Boston Rebels Strikers,3.0,0,21,0,1,0,2,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2019-09-07,Pro40 2019,Lowell Eagles,2.0,0,17,0,3,0,2,7,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2019-08-10,Pro40 2019,Bengal Tiger,1.1,0,1,2,0,0,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2019-07-27,Pro40 2019,New England Gladiators,1.0,0,8,1,1,0,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2019-06-29,Pro40 2019,MVCC Crusaders,8.0,0,30,2,8,0,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2019-06-22,Pro40 2019,Hoysala Knights,4.0,0,16,2,3,1,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2019-06-08,Pro40 2019,Mass CC Thunders,8.0,0,58,3,2,2,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2019-05-19,Pro40 2019,Lowell Eagles,5.4,0,22,5,10,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2018-09-09,Pro40 2018,Boston Bulls - Spartans,8.0,0,34,3,6,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2018-08-04,Pro40 2018,Boston Bulls - Spartans,3.3,0,29,1,7,0,1,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2018-07-28,Pro40 2018,Boston Rebels Strikers,8.0,0,28,4,7,0,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2018-07-14,Pro40 2018,Mass CC Thunders,6.0,0,35,1,1,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2018-06-17,Pro40 2018,Boston Rebels Strikers,6.0,0,29,2,1,0,2,2,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2018-06-16,Pro40 2018,Boston Bulls - Spartans,4.0,0,25,0,2,1,1,2,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2018-06-09,Pro40 2018,MVCC Crusaders,5.0,0,9,3,4,0,2,2,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2018-06-03,Pro40 2018,United Athletic Association,8.0,0,32,2,3,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2017-06-18,Pro40 2017,NECC Hawks,7.4,1,40,2,4,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2017-06-10,Pro40 2017,Guyana Cricket Club,8.0,0,20,3,4,0,2,3,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2017-05-21,Pro40 2017,Boston Gymkhana S.C. - A,4.1,0,17,0,0,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2017-05-13,Pro40 2017,Boston Gymkhana S.C. - A,8.0,0,38,1,0,0,1,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2017-05-06,Pro40 2017,NECC Dragons,3.0,0,24,0,1,1,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-09-11,Pro40 2016,Conway Cricket Club,8.0,0,28,1,0,0,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-09-10,Pro40 2016,Boston Eagles,8.0,0,29,0,4,0,2,3,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-08-28,Pro40 2016,Conway Cricket Club,2.0,0,12,0,0,0,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-08-20,Pro40 2016,Boston Eagles,6.1,0,36,2,4,2,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-07-17,Pro40 2016,Boston Gymkhana S.C. - C,7.0,0,29,1,3,0,1,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-07-10,Pro40 2016,Lagaan Lions,7.0,0,45,1,0,0,2,3,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-06-25,Pro40 2016,Boston Cricket Club,8.0,1,23,3,4,0,1,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-06-19,Pro40 2016,Guyana Cricket Club,8.0,0,31,2,0,0,1,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-06-11,Pro40 2016,Conway Cricket Club,2.0,0,17,0,0,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-05-22,Pro40 2016,Lagaan Lions,6.0,0,28,0,0,0,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2016-04-30,Pro40 2016,Boston Gymkhana S.C. - A,5.0,0,36,1,1,0,1,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-09-13,Pro40,Boston Gymkhana S.C. - A,4.5,0,21,1,2,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-08-29,Pro40,Lagaan Lions,8.0,0,59,2,3,0,1,3,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-08-23,Pro40,UDCC - Pirates,7.0,2,19,1,0,0,2,3,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-08-16,Pro40,NECC Dragons,5.0,0,14,2,0,0,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-08-09,Pro40,UDCC - Pirates,3.0,1,14,0,0,0,1,3,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-08-01,Pro40,Guyana Cricket Club,8.0,0,18,4,0,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-07-26,Pro40,Boston Gymkhana S.C. - A,6.0,0,39,1,3,0,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-07-18,Pro40,Boston Eagles,5.0,1,19,2,0,0,2,2,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-07-11,Pro40,Commonwealth Lagaan A,8.0,0,26,2,0,0,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-06-27,Pro40,Boston Eagles,8.0,1,25,2,1,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-06-21,Pro40,Lagaan Lions,6.0,0,34,2,0,0,1,2,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-06-13,Pro40,Conway Cricket Club,7.0,0,47,0,0,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-05-31,Pro40,Conway Cricket Club,8.0,3,18,2,0,0,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2015-05-10,Pro40,Commonwealth Lagaan A,3.0,0,27,1,0,0,1,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2014-09-27,20/20PO,Conway Cricket Club,3.0,0,12,1,0,0,2,5,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2014-09-21,20/20,Guyana Cricket Club,2.0,0,25,0,0,0,2,2,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2014-09-20,20/20,Star C.C of New England,2.0,0,24,0,0,0,2,7,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2014-08-24,REGSEA,Guyana Cricket Club,3.0,0,18,0,0,0,1,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2014-08-17,20/20,Commonwealth Lagaan A,2.0,0,28,0,0,0,1,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2014-08-10,REGSEA,Melbourne Sports & Cultural Club,8.0,1,20,3,1,0,1,6,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2014-08-03,REGSEA,Guyana Cricket Club,7.0,0,37,0,5,0,2,4,Scorecard,Nakul G V,54cc1863ce17393ab321a95b,bowling,Huskies Cricket Club
2024-10-06,ProT20 2024,NECC A,3.0,0,18,0,0,0,2,5,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-10-05,ProT20 2024,Boston Gymkhana S.C. - Lions,4.0,0,21,2,2,0,1,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Royal Eagles,3.0,0,19,1,5,0,1,5,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-07-28,Pro40 2024,United Athletic Association,4.0,0,17,2,0,0,2,6,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-07-20,Pro40 2024,Commonwealth Lagaan A,6.0,0,13,2,0,0,2,5,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-06-15,Pro40 2024,NECC Dragons,5.0,0,13,1,3,0,1,5,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-06-08,Pro40 2024,Boston Gymkhana S.C. - F1,4.0,1,9,1,2,0,1,5,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-06-01,Pro40 2024,Boston Bulls - Spartans,2.0,0,6,0,1,0,2,7,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-05-18,Pro40 2024,Cavaliers CC B,1.0,0,1,1,1,0,1,6,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-05-04,Pro40 2024,New England Royals,4.0,0,23,0,6,1,2,4,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,UDCC Rockers - T20,2.0,0,21,0,0,0,1,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,NECC A,2.0,0,7,0,1,0,2,6,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2023-08-13,Pro40 2023,Boston Bulls - Spartans,5.0,1,21,1,2,1,1,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2023-07-22,Pro40 2023,West Indian United C.C.,2.0,0,11,0,3,0,2,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2023-06-11,Pro40 2023,NECC Sharks,4.0,0,14,1,3,0,2,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2023-05-21,Pro40 2023,Melbourne Sports & Cultural Club,3.0,0,12,0,8,0,2,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2023-05-13,Pro40 2023,Challengers Cricket Club B,6.0,0,32,1,6,1,1,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2023-05-07,Pro40 2023,United Athletic Association,8.0,1,15,3,7,1,1,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-10-08,ProT20 2022,Boston Gymkhana S.C. - Tigers,2.0,0,14,1,4,1,1,4,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-09-25,ProT20 2022,MVCC Vipers,2.0,0,21,1,0,0,2,4,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-09-25,ProT20 2022,MCL Indians T20,2.0,0,10,0,3,0,1,5,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-09-24,ProT20 2022,NECC B,3.0,0,28,0,1,2,2,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-09-17,ProT20 2022,Mass State Super Kings,4.0,0,22,1,5,0,1,4,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-08-07,Pro40 2022,East Coast Cricket Club 1st XI,5.0,0,29,0,15,0,2,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-07-09,Pro40 2022,Mass CC Thunders,8.0,0,48,3,12,0,1,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-06-12,Pro40 2022,Commonwealth Cricket Club B,7.0,0,38,3,6,2,1,2,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-06-04,Pro40 2022,Commonwealth Cricket Club Z,5.0,0,53,0,12,4,2,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-05-22,Pro40 2022,Lowell Eagles,5.0,1,20,3,12,0,2,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-05-08,Pro40 2022,East Coast Cricket Club 1st XI,7.5,2,15,5,5,1,2,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2022-04-30,Pro40 2022,Hoysala Knights,8.0,0,39,4,1,1,1,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2021-06-05,Pro40 2021,Mass CC Thunders,1.0,0,16,0,7,1,1,3,Scorecard,Vivek Shakya,6e1e70da42f9fbfe93cf5024,bowling,Huskies Cricket Club
2024-10-06,ProT20 2024,NECC A,3.2,0,23,1,1,1,2,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-10-05,ProT20 2024,Boston Gymkhana S.C. - Lions,4.0,0,30,1,0,1,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-09-14,Pro40 2024,United Athletic Association,8.0,1,22,2,2,1,1,3,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-09-08,Pro40 2024,New England Royals,4.0,0,23,1,2,0,2,6,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-09-07,ProT20 2024,Ocean State Smashers,2.0,0,15,1,1,0,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-07-28,Pro40 2024,United Athletic Association,4.0,0,14,0,1,0,2,4,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-07-20,Pro40 2024,Commonwealth Lagaan A,6.0,1,31,2,5,3,2,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-06-30,Pro40 2024,North Eastern Eagles,6.0,0,39,4,12,1,2,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-06-22,Pro40 2024,Boston Rebels Strikers,3.0,1,5,1,0,0,1,5,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-05-18,Pro40 2024,Cavaliers CC B,5.0,0,20,0,1,1,1,4,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-05-12,Pro40 2024,NECC Hawks,7.0,0,28,2,6,0,2,5,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-05-04,Pro40 2024,New England Royals,7.3,1,21,3,6,0,2,3,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-04-28,Pro40 2024,UCC - Rockers,8.0,1,38,3,10,0,1,3,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-10-07,Pro T20 2023,Boston Bulls - The Eleven,3.0,0,11,0,0,0,1,3,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,UDCC Rockers - T20,2.0,0,30,0,0,1,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,MVCC Mustangs,3.0,0,29,1,2,0,2,3,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,Lagaan Lions XI,4.0,0,19,3,0,0,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-09-17,Pro T20 2023,Boston Gymkhana S.C. - Tigers,3.0,1,6,1,0,0,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-09-16,Pro40 2023,United Athletic Association,4.0,0,23,0,7,0,1,5,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-08-06,Pro40 2023,MVCC Crusaders,7.0,2,15,6,2,0,2,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-07-22,Pro40 2023,West Indian United C.C.,5.0,1,16,0,3,0,2,1,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-06-18,Pro40 2023,Lagaan Tigers,6.0,0,19,0,10,0,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-06-03,Pro40 2023,Boston Gymkhana S.C. - C,4.0,0,15,1,6,1,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-05-21,Pro40 2023,Melbourne Sports & Cultural Club,4.0,0,22,1,6,3,2,1,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2023-05-14,Pro40 2023,Caricom Sports & Cultural Club,7.0,0,24,1,9,1,2,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Waltham Eagles,1.0,0,10,0,5,0,1,3,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Royal Eagles,3.0,0,22,0,5,0,1,4,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-10-08,ProT20 2022,Boston Gymkhana S.C. - Tigers,4.0,0,24,1,1,0,1,3,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-10-02,ProT20 2022,Hoysala Conquerors - T20,3.0,0,14,1,3,0,2,4,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-10-01,ProT20 2022,NECC A,3.0,0,25,3,3,1,1,4,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-09-17,ProT20 2022,Mass State Super Kings,4.0,0,27,1,3,3,1,1,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-07-24,Pro40 2022,United Athletic Association,4.0,0,24,1,6,0,1,4,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-06-12,Pro40 2022,Commonwealth Cricket Club B,7.0,0,33,2,11,0,1,1,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-05-15,Pro40 2022,NECC Stallions,6.0,0,26,0,5,0,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2022-05-08,Pro40 2022,East Coast Cricket Club 1st XI,6.0,1,16,0,6,1,2,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2021-06-19,Pro40 2021,Boston Gymkhana S.C. - F2,5.2,0,23,2,14,0,1,4,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2019-09-08,Pro40 2019,Boston Rebels Strikers,8.0,1,34,1,4,1,2,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2019-09-07,Pro40 2019,Lowell Eagles,5.0,0,20,2,3,0,2,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2019-07-21,Pro40 2019,Mass CC Blizzards,3.1,0,10,1,2,0,2,3,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2019-06-30,Pro40 2019,Trinidad & Tobago CC,6.0,0,21,6,0,0,1,1,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2019-06-22,Pro40 2019,Hoysala Knights,6.0,0,14,1,6,0,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
